,event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp,population_1km,population_2km,population_5km,population_best,communal
6999,IND79796,9-Sep-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),IMA: Indian Medical Association; Health Workers (India),6,,,0,60,,356,South Asia,India,Maharashtra,Pune,Pune City,Pune,18.5195,73.8553,1,Hindustan Times,National,"On 9 September 2020, Indian Medical Association (IMA) of Maharashtra staged a protest in Pune city (Pune, Maharashtra) against rates at private hospitals fixed by the state government for treating coronavirus patients, that are having a negative economic effect on hospitals.",0,crowd size=no report,1618498416,100330,293708,1107906,100330,0
7001,IND79766,9-Sep-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),Women (India),6,,,0,60,,356,South Asia,India,Maharashtra,Mumbai Suburban,Mumbai Suburban,Mumbai,19.0728,72.8826,1,Hindustan Times,National,"On 9 September 2020, 15-20 people, mostly women, staged a protest outside the office of actress Kangana Ranaut in Mumbai city (Mumbai city, Maharahstra) against the planned demolition of a building.",0,crowd size=15-20,1618498416,55231,136385,167764,55231,0
7014,IND80212,9-Sep-20,2020,2,Demonstrations,Protests,Peaceful protest,Protesters (India),Shiv Sena,6,,,0,60,,356,South Asia,India,Maharashtra,Pune,Pune City,Pune,18.5195,73.8553,1,Pioneer (India),National,"Around 9 September 2020 (week of), Shiv Sena members staged a protest in Pune city (Pune, Maharashtra) against an actress, due to her comments about the Chief Minister and likening Maharashtra to PoK.",0,crowd size=no report,1618498441,100330,293708,1107906,100330,0
7018,IND80097,9-Sep-20,2020,2,Demonstrations,Protests,Peaceful protest,Protesters (India),Shiv Sena,6,,,0,60,,356,South Asia,India,Maharashtra,Aurangabad,Aurangabad,Aurangabad,19.8775,75.3422,1,Pioneer (India),National,"Around 9 September 2020 (week of), Shiv Sena members staged a protest in Aurangabad city (Aurangabad, Maharashtra) against an actress, due to her comments about the Chief Minister and likening Maharashtra to PoK.",0,crowd size=no report,1600790292,80747,219710,997830,80747,0
7019,IND80205,9-Sep-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),RPI: Republican Party of India; Government of India (2014-),6,,,0,60,,356,South Asia,India,Maharashtra,Raigad,Panvel,Panvel,18.9887,73.1101,1,The Hindu,National,"On 9 September 2020, 150 people, led by Republican Party of India and the deputy Mayor of Panvel, staged a protest in Panvel town (Raigad, Maharashtra) against the demolition of Keru Mata caves at Navi Mumbai International airport area, which were visited by many religious people.",0,crowd size=150,1600790292,26137,62092,210272,26137,0
7020,IND79880,9-Sep-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),SRKS: Shri Rajput Karni Sena; Rajput Caste Group (India),6,,,0,60,,356,South Asia,India,Delhi,New Delhi,,Delhi - New Delhi,28.6321,77.2244,1,Asian News International,National,"On 9 September 2020, members of the Shri Rajput Karni Sena staged a protest, in Delhi-New Delhi, outside the residence of Shiv Sena's Chief Spokesperson, in support of actress, Kangana Ranaut.",0,crowd size=no report,1618959173,42775,313290,547126,42775,0
7026,IND79848,9-Sep-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),Labor Group (India),6,,,0,60,,356,South Asia,India,Punjab,Bathinda,Bathinda,Bathinda,30.2108,74.9452,1,Chandigarh Tribune,National,"On 9 September 2020, members of the Theka Mulazam Sangharsh Committee, Thermal Federation and the Karamchari Pensioners' Union, staged a protest, in Bathinda (Punjab), against the auction of Guru Nanak Dev Thermal Plant in Bathinda district.",0,crowd size=no report,1702343413,10611,28732,48836,10611,0
7047,IND80049,8-Sep-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),Teachers (India); Students (India),6,,,0,60,,356,South Asia,India,Meghalaya,East Khasi Hills,Mylliem,Shillong,25.5793,91.8942,1,East Mojo,Subnational,"On 8 September 2020, activists of the Joint Action Committee of North Eastern Hills University (NEHU) comprising of NEHUTA (NEHU Teacher's Association), NEHUNTSA (Student Association) and NEHUSU staged a silent protest in the campus at Shillong (East Khasi Hills district, Meghalaya), demanding revocation of extension of the University Vice Chancellor.",0,crowd size=no report,1618498464,11754,43179,59336,11754,0
7061,IND79818,8-Sep-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),Labor Group (India),6,,,0,60,,356,South Asia,India,Andhra Pradesh,Visakhapatnam,Gajuwaka,Visakhapatnam,17.68,83.2016,1,The Hindu,National,"On 8 September 2020, workers of the railway union held protests in various parts of Visakhapatnam city (Visakhapatnam, AP) against the privatization of the Indian railways.",0,crowd size=no report,1618498463,41254,104057,303571,41254,0
7068,IND80039,8-Sep-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),IYC: Indian Youth Congress,6,,,0,60,,356,South Asia,India,Uttarakhand,Haridwar,Roorkee,Roorkee,29.8663,77.8911,1,Times of India,National,"On 8 September 2020, several members of the Indian Youth Congress, staged a protest, in Roorkee (Uttarakhand), against the BJP government accusing it of suppressing protests over unemployment under the garb of coronavirus protocols.",0,crowd size=several,1600187394,11565,82412,229734,11565,0
7069,IND79784,8-Sep-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),Health Workers (India),6,,,0,60,,356,South Asia,India,Bihar,Patna,Sampatchak,Patna,25.5941,85.1356,1,Times of India,National,"On 8 September 2020, auxiliary midwives staged a protest in Patna city (Patna, Bihar), demanding more job vacancies to be available to them.",0,crowd size=no report,1618498445,41584,134265,402056,41584,0
7093,IND80092,8-Sep-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),MP: Women Torch Bearers; Women (India),6,,,0,60,,356,South Asia,India,Manipur,Imphal East,Keirao Bitra,Wangkhem,24.6667,94.0364,2,E-Pao; Sangai Express,Subnational,"On 8 September 2020, local residents including youths and Meira Paibi members staged a protest at Wangkhem area (Imphal East district, Manipur), demanding the arrest and stringent punishment for those involved in the killing of a Bank ATM security guard in an incident of robbery on September 4.",0,crowd size=no report,1715131158,5115,9824,9824,5115,0
7095,IND79696,7-Sep-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),AIMIM: All India Majlis-e-Ittehadul Muslimeen; Government of India (2014-),6,,,0,60,,356,South Asia,India,Maharashtra,Aurangabad,Aurangabad,Aurangabad,19.8775,75.3422,1,Times of India; Free Press Journal (India),National,"On 7 September 2020, AIMIM Lok Sabha MP and party members staged a protest in Aurangabad city (Aurangabad, Maharashtra) over potholed roads. A case was registered against 60-70 people a day later.",0,crowd size=at least 60-70,1600187393,80747,219710,997830,80747,0
7098,IND79934,7-Sep-20,2020,1,Demonstrations,Protests,Protest with intervention,Protesters (India),Labor Group (India),6,Police Forces of India (2014-),,1,16,,356,South Asia,India,Jammu and Kashmir,Jammu,Jammu,Jammu,32.7357,74.8691,1,Daily Excelsior,Subnational,"On 7 September 2020, police foiled and detained protesting self-help group of large numbers of unemployed PHE engineers at Jammu city (J&K) who were taking out a rally against a government order that rendered them jobless.",0,crowd size=large,1600187393,27327,81459,106698,27327,0
7136,IND79902,7-Sep-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),Bodo Ethnic Group (India),6,,,0,60,,356,South Asia,India,Assam,Golaghat,Golaghat,Golaghat,26.5116,93.9595,2,Sentinel (India),Subnational,"On 7 September 2020, activists of United Bodo People's Organization (UBPO) staged a 'mass crying' demonstration program in Golaghat district (Assam), demanding formation of Boro Kachari Welfare Autonomous Council (BKWAC) outside Bodo Territorial Council (BTC) in the state.",0,crowd size=no report,1600187394,2922,6921,24707,2922,0
7148,IND79854,7-Sep-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),,6,,,0,60,,356,South Asia,India,West Bengal,South 24 Parganas,Bishnupur-I,Bishnupur,22.3778,88.2741,2,Times of India,National,"On 7 September 2020, villagers staged a sit-in demonstration at Raghudebpur village under Bishnupur police station limits (South 24-Parganas district, West Bengal), demanding immediate arrest of the accused involved in firing at a BJP women's cell leader in the locality.",0,crowd size=no report,1618498513,17208,46007,185262,17208,0
7149,IND79747,7-Sep-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),,6,,,0,60,,356,South Asia,India,Kerala,Ernakulam,Kochi,Kochi,9.9398,76.2602,1,Times of India,National,"On 7 September 2020, around 300 parents held a protest in Kochi city (Ernakulam, TN) demanding a reduction in school fees due to the financial burden of the Coronavirus crisis on parents.",0,crowd size=around 300,1600187394,30290,92084,223910,30290,0
7151,IND79746,7-Sep-20,2020,1,Political violence,Riots,Mob violence,Rioters (India),Unidentified Caste Group (India),5,Police Forces of India (2014-),Unidentified Caste Group (India),1,15,,356,South Asia,India,Gujarat,Rajkot,Rajkot,Khorana,22.4297,70.8441,1,Times of India,National,"On 7 September 2020, five people attacked a police officer and use casteist slurs against him in Khorana village of Rajkot taluka (Rajkot, Gujarat) over a dispute about cattle.",0,crowd size=5,1600187394,1166,1675,7484,1675,0
7159,IND79878,7-Sep-20,2020,1,Demonstrations,Protests,Protest with intervention,Protesters (India),AAP: Aam Aadmi Party,6,Police Forces of India (2014-),,1,16,,356,South Asia,India,Delhi,New Delhi,,Delhi - New Delhi,28.6321,77.2244,1,Asian News International; Indian Express; Pioneer (India); The Hindu,National,"On 7 September 2020, AAP members staged a protest, outside the Civic Centre, in Delhi-New Delhi (New Delhi, NCT of Delhi), against the BJP for their failure to pay Municipal Corporation employees during coronavirus. Police allegedly interfered in the protest and used force to remove them.",0,crowd size=no report,1618959172,42775,313290,547126,42775,0
7165,IND80020,7-Sep-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),BKU: Bharatiya Kisan Union; Farmers (India); Women (India),6,,,0,60,,356,South Asia,India,Punjab,Patiala,Patiala,Patiala,30.3362,76.3922,2,Chandigarh Tribune,National,"On 7 September 2020, women and farmers, under the banner of BKU, staged a protest, in Patiala district (Punjab), against the three agricultural ordinances and demanding debt waivers for farmers during coronavirus.",0,crowd size=no report,1702343413,34336,93042,295169,34336,0
7167,IND80018,7-Sep-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),BJP: Bharatiya Janata Party,6,,,0,60,,356,South Asia,India,Haryana,Panipat,Panipat,Panipat,29.3874,76.9682,1,Chandigarh Tribune,National,"On 7 September 2020, BJP members staged a protest, in front of municipal corporation, Panipat (Haryana), over alleged corruption, scam in JBM tender allotment, poor sanitation and illegal buildings.",0,crowd size=no report,1702343413,70662,151281,283804,70662,0
7177,IND80003,7-Sep-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),BKU: Bharatiya Kisan Union; Farmers (India); Women (India),6,,,0,60,,356,South Asia,India,Punjab,Sri Muktsar Sahib,Muktsar,Muktsar,30.4742,74.5166,2,Chandigarh Tribune,National,"On 7 September 2020, women and farmers, under the banner of BKU, staged a protest, in Muktsar district (Punjab), against the three agricultural ordinances and demanding debt waivers for farmers during coronavirus.",0,crowd size=no report,1702343413,4027,24510,44914,4027,0
7190,IND79825,7-Sep-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),Labor Group (India),6,,,0,60,,356,South Asia,India,Jammu and Kashmir,Jammu,Akhnoor,Akhnoor,32.8961,74.7355,1,Early Times (India),Subnational,"On 7 September 2020, Process Engineers and Associates (PHE) employees held a protest at Akhnoor town (J&K) over the long pending issue of regularization.",0,crowd size=no report,1709061534,5022,10156,15321,5022,0
7191,IND79899,7-Sep-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),Labor Group (India),6,,,0,60,,356,South Asia,India,Jammu and Kashmir,Jammu,Jammu,Gharota,32.874,74.7783,1,Early Times (India),Subnational,"On 7 September 2020, Process Engineers and Associates (PHE) employees held a protest at Gharota town (J&K) over the long pending issue of regularization.",0,crowd size=no report,1709061534,2344,5934,26227,2344,0
7198,IND79975,7-Sep-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),Bodo Ethnic Group (India),6,,,0,60,,356,South Asia,India,Assam,Lakhimpur,North Lakhimpur,North Lakhimpur,27.2351,94.1035,2,Sentinel (India),Subnational,"On 7 September 2020, activists of United Bodo People's Organization (UBPO) staged a 'mass crying' demonstration program in Lakhimpur district (Assam), demanding formation of Boro Kachari Welfare Autonomous Council (BKWAC) outside Bodo Territorial Council (BTC) in the state.",0,crowd size=no report,1714518460,3764,8832,13305,3764,0
7204,IND79953,7-Sep-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),Labor Group (India),6,,,0,60,,356,South Asia,India,Jammu and Kashmir,Jammu,Akhnoor,Jourian,32.8333,74.577,1,Early Times (India),Subnational,"On 7 September 2020, Process Engineers and Associates (PHE) employees held a protest at Jourian town (J&K) over the long pending issue of regularization.",0,crowd size=no report,1715131158,3261,5461,20396,3261,0
7206,IND112390,7-Sep-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),BPF: Bodoland People's Front,6,,,0,60,,356,South Asia,India,Assam,Baksa,Tamulpur,Tamulpur,26.6167,91.5736,1,Deccan Herald,National,"On 7 September 2020, members of Bodoland People's Front (BPF) held a protest march in Tamulpur (Baksa district, Assam) demanding early election to Bodoland Territorial Council (BTC) amid the coronavirus pandemic safety norms.",0,crowd size=no report,1716327778,12090,60939,86229,12090,0
7216,IND80048,7-Sep-20,2020,1,Political violence,Riots,Mob violence,Rioters (India),Vigilante Group (India),5,Civilians (India),Labor Group (India); Women (India),7,57,Civilian targeting,356,South Asia,India,West Bengal,Howrah,Bally Jagachha,Howrah,22.5968,88.263,1,Times Now (India); Times of India,National,"On 7 September 2020, local residents assaulted an air hostess in Shibpur (Howrah district, West Bengal), after alleging her of spreading coronavirus infection in the locality.",0,crowd size=no report,1716919056,16664,44965,71655,44965,0
7217,IND79708,6-Sep-20,2020,1,Political violence,Battles,Armed clash,Naxal-Maoist Rebels (India),,2,Police Forces of India (2014-),,1,12,,356,South Asia,India,Telangana,Bhadradri Kothagudem,Cherla,Cherla,18.0751,80.8225,2,Asian News International; Indo-Asian News Service; Hans India; Times of India,Subnational-National,"On 6 September 2020, a group of 12 Maoists and police exchanged fire in the forest area in Cherla mandal (Bhadradri Kothagudem, AP). Two Maoists were killed in the encounter.",2,,1600187393,2734,3970,6126,6126,0
7223,IND80007,6-Sep-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),,6,,,0,60,,356,South Asia,India,Jammu and Kashmir,Baramulla,Uri,Nambla,34.0718,74.1054,1,Greater Kashmir,Subnational,"On 6 September 2020, scores of landowners protested at Nambla town (Baramulla district, J&K) over non-payment of compensation.",0,crowd size=scores,1600187394,110,171,235,110,0
